trip_id,pickup_time,drop_time,passenger_count,trip_distance,PULocationID,DOLocationID,payment_type,fare_amount,surge_fare
2928,13-04-2025 06:39,13-04-2025 07:17,4,15.65,170,254,3,34.31,3.11
2929,05-04-2025 15:39,05-04-2025 16:20,4,4.61,146,86,3,11.87,0.23
2930,07-04-2025 00:43,07-04-2025 01:37,3,7.49,178,31,3,17.72,5.4
2931,04-04-2025 23:21,05-04-2025 00:10,1,13.72,61,205,3,30.39,9.71
2932,09-04-2025 12:40,09-04-2025 13:36,6,6.07,3,193,3,14.84,0.79
2933,20-04-2025 14:44,20-04-2025 15:36,3,8.42,82,230,3,19.61,2.86
2934,21-04-2025 10:15,21-04-2025 10:34,6,16.26,263,181,3,35.55,4.7
2935,26-04-2025 08:22,26-04-2025 09:11,5,25.06,95,245,3,53.44,8.3
2936,26-04-2025 05:55,26-04-2025 06:05,4,12.35,64,40,3,27.6,2.69
2937,24-04-2025 07:43,24-04-2025 08:03,6,21.65,246,157,3,46.5,3.44
2938,19-04-2025 13:41,19-04-2025 14:09,2,26.36,77,168,3,56.08,3.84
2939,05-04-2025 16:49,05-04-2025 16:54,6,6.88,259,158,3,16.48,3.8
2940,02-04-2025 04:41,02-04-2025 04:59,5,24.31,93,130,3,51.91,2
2941,05-04-2025 01:53,05-04-2025 02:52,4,22.84,21,82,3,48.92,9.16
2942,17-04-2025 02:34,17-04-2025 02:40,3,11.03,62,156,3,24.92,7.93
2943,26-04-2025 05:21,26-04-2025 05:49,5,29.69,260,175,3,62.85,9.76
2944,05-04-2025 05:39,05-04-2025 06:19,4,8.25,237,88,3,19.27,3.71
2945,28-04-2025 04:00,28-04-2025 04:35,6,8.02,141,102,3,18.8,0.45
2946,28-04-2025 05:13,28-04-2025 05:26,1,23.28,167,248,3,49.82,1.16
2947,15-04-2025 18:21,15-04-2025 18:33,1,13.32,67,206,3,29.57,3.57
2948,18-04-2025 12:46,18-04-2025 12:54,2,10.26,58,89,3,23.35,9.11
2949,01-04-2025 13:28,01-04-2025 13:55,4,5.77,212,96,3,14.23,9.81
2950,14-04-2025 06:46,14-04-2025 07:14,1,23.08,130,159,3,49.41,8.22
2951,19-04-2025 19:59,19-04-2025 20:58,3,23.7,25,114,3,50.67,2.38
2952,18-04-2025 15:34,18-04-2025 16:33,4,17.21,11,24,3,37.48,6.6
2953,04-04-2025 20:30,04-04-2025 21:30,3,28.74,257,163,3,60.92,5.97
2954,26-04-2025 11:09,26-04-2025 12:03,3,9.89,81,55,3,22.6,8.23
2955,12-04-2025 01:08,12-04-2025 02:05,1,6.98,19,64,3,16.69,5.1
2956,27-04-2025 00:43,27-04-2025 00:56,4,20.49,110,33,3,44.15,3.18
2957,24-04-2025 17:11,24-04-2025 17:34,6,22.87,34,46,3,48.98,0.19
2958,08-04-2025 17:13,08-04-2025 17:47,5,7.13,255,219,3,16.99,7.95
2959,18-04-2025 07:51,18-04-2025 08:05,1,2.76,126,196,3,8.11,5.3
2960,08-04-2025 17:08,08-04-2025 18:06,1,24.41,209,253,3,52.11,5.34
2961,07-04-2025 07:39,07-04-2025 08:38,6,29.31,134,236,3,62.07,9.57
2962,13-04-2025 05:43,13-04-2025 06:23,4,19.52,86,79,3,42.18,4.86
2963,14-04-2025 16:54,14-04-2025 17:25,4,8.7,75,92,3,20.18,3.16
2964,13-04-2025 05:10,13-04-2025 05:30,3,29.9,135,96,3,63.27,3.4
2965,23-04-2025 10:37,23-04-2025 10:55,6,26.85,173,228,3,57.07,0.12
2966,07-04-2025 15:23,07-04-2025 16:20,6,15.64,213,235,3,34.29,1.22
2967,03-04-2025 21:06,03-04-2025 21:25,4,24.85,19,102,3,53.01,0.44
2968,08-04-2025 14:38,08-04-2025 14:46,3,24.57,119,252,3,52.44,2.43
2969,20-04-2025 18:46,20-04-2025 19:38,1,28.08,227,140,3,59.57,0.65
2970,13-04-2025 13:25,13-04-2025 13:38,2,25.31,212,143,3,53.94,3.31
2971,20-04-2025 03:57,20-04-2025 04:09,5,19.49,189,240,3,42.11,1.26
2972,14-04-2025 15:24,14-04-2025 16:13,1,18.47,151,61,3,40.04,9.18
2973,23-04-2025 00:54,23-04-2025 01:44,4,14.29,223,23,3,31.54,9.38
2974,04-04-2025 12:01,04-04-2025 12:15,5,18.98,128,11,3,41.08,6.03
2975,17-04-2025 10:26,17-04-2025 10:55,2,23.96,248,16,3,51.2,8.05
2976,12-04-2025 10:55,12-04-2025 11:46,2,29.09,51,49,3,61.63,6.77
2977,12-04-2025 05:20,12-04-2025 05:26,3,14.28,191,170,3,31.52,8.11
2978,29-04-2025 10:42,29-04-2025 11:31,5,17.42,237,119,3,37.91,6.4
2979,23-04-2025 13:32,23-04-2025 14:04,3,13.62,22,42,3,30.18,4.3
2980,28-04-2025 00:35,28-04-2025 01:03,1,20.22,110,10,3,43.6,8.74
2981,29-04-2025 01:34,29-04-2025 01:42,6,19.08,33,49,3,41.28,4.38
2982,09-04-2025 21:35,09-04-2025 22:24,6,1.03,127,207,3,4.59,3.96
2983,21-04-2025 20:06,21-04-2025 20:17,6,16.46,44,167,3,35.96,6.24
2984,05-04-2025 20:50,05-04-2025 21:37,5,3.11,7,2,3,8.82,9.38
2985,07-04-2025 03:59,07-04-2025 04:41,6,1.28,128,68,3,5.1,4.42
2986,14-04-2025 20:46,14-04-2025 20:55,1,23.84,91,210,3,50.96,5.75
2987,01-04-2025 07:23,01-04-2025 07:58,3,8.13,130,139,3,19.02,4.92
2988,19-04-2025 00:12,19-04-2025 01:10,5,10.55,17,37,3,23.94,9.1
2989,16-04-2025 02:52,16-04-2025 03:35,3,2.39,186,218,3,7.36,6.77
2990,29-04-2025 05:24,29-04-2025 06:24,5,5.8,110,180,3,14.29,4.2
2991,18-04-2025 06:56,18-04-2025 07:11,3,23.09,163,5,3,49.43,6.07
2992,15-04-2025 23:56,16-04-2025 00:02,2,15.06,75,130,3,33.11,1.56
2993,21-04-2025 00:50,21-04-2025 01:04,3,26.48,199,133,3,56.32,3.42
2994,16-04-2025 05:37,16-04-2025 06:05,6,12.22,182,99,3,27.34,7.36
2995,20-04-2025 14:20,20-04-2025 14:34,2,8.43,97,160,3,19.63,5.62
2996,30-04-2025 15:06,30-04-2025 15:16,3,10.75,51,236,3,24.35,3.14
2997,28-04-2025 01:14,28-04-2025 01:34,5,21.53,34,147,3,46.26,3.62
2998,07-04-2025 04:41,07-04-2025 04:50,5,16.87,21,115,3,36.79,8.1
2999,14-04-2025 16:09,14-04-2025 16:14,5,27.17,184,4,3,57.72,5.41
3000,15-04-2025 14:15,15-04-2025 14:56,4,18.26,64,87,3,39.61,2.39
3001,28-04-2025 10:52,28-04-2025 11:50,1,15.04,124,46,3,33.07,2.97
3002,10-04-2025 03:23,10-04-2025 04:20,5,23.68,101,83,3,50.63,4.68
3003,22-04-2025 19:12,22-04-2025 19:43,2,28.45,119,154,3,60.33,7.63
3004,15-04-2025 07:10,15-04-2025 07:24,5,11,78,111,3,24.86,9.97
3005,09-04-2025 02:01,09-04-2025 02:54,4,7.87,181,117,3,18.5,1.86
3006,19-04-2025 02:59,19-04-2025 03:15,6,18.68,199,97,3,40.47,7.55
3007,15-04-2025 12:35,15-04-2025 13:10,2,15.22,190,189,3,33.44,6.17
3008,14-04-2025 06:20,14-04-2025 07:12,4,29.68,103,88,3,62.83,5.31
3009,29-04-2025 19:17,29-04-2025 19:30,6,14.14,130,87,3,31.24,9.66
3010,23-04-2025 08:18,23-04-2025 09:10,2,2.69,241,26,3,7.97,3.23
3011,27-04-2025 05:00,27-04-2025 05:38,3,29.33,134,31,3,62.11,1.77
3012,12-04-2025 00:47,12-04-2025 01:36,1,25.39,157,126,3,54.11,8.78
3013,15-04-2025 19:57,15-04-2025 20:21,1,5.76,158,198,3,14.21,0.69
3014,18-04-2025 02:45,18-04-2025 03:20,4,27.19,190,31,3,57.76,8.17
3015,13-04-2025 18:09,13-04-2025 18:40,6,10.55,100,232,3,23.94,5.89
3016,18-04-2025 21:11,18-04-2025 22:02,1,11.62,52,45,3,26.12,1.64
3017,17-04-2025 14:41,17-04-2025 15:07,6,27.24,49,189,3,57.87,2.27
3018,06-04-2025 04:23,06-04-2025 04:56,6,16.14,100,52,3,35.31,1.56
3019,26-04-2025 15:52,26-04-2025 16:47,4,4.56,251,52,3,11.77,7.18
3020,10-04-2025 02:14,10-04-2025 03:00,4,11.39,54,79,3,25.65,1.47
3021,27-04-2025 22:52,27-04-2025 23:41,4,21.8,137,49,3,46.81,6.81
3022,25-04-2025 19:58,25-04-2025 20:03,1,5.64,162,230,3,13.96,1.28
3023,09-04-2025 04:31,09-04-2025 04:54,4,17.91,81,44,3,38.9,8.02
3024,26-04-2025 00:51,26-04-2025 01:03,1,21.01,220,247,3,45.2,9.19
3025,02-04-2025 05:23,02-04-2025 05:37,4,10.64,85,219,3,24.13,5.59
3026,22-04-2025 00:12,22-04-2025 00:20,5,20.97,83,22,3,45.12,9.66
3027,10-04-2025 12:59,10-04-2025 13:45,6,26.58,67,130,3,56.52,3.9
3028,20-04-2025 22:54,20-04-2025 23:01,4,14.43,234,7,3,31.83,2.45
3029,14-04-2025 06:12,14-04-2025 06:55,2,11.8,198,44,3,26.48,1.77
3030,04-04-2025 03:32,04-04-2025 04:25,6,7.91,259,240,3,18.58,4.79
3031,19-04-2025 14:53,19-04-2025 15:09,6,18.32,177,65,3,39.74,1.31
3032,23-04-2025 17:22,23-04-2025 17:59,4,26.46,129,246,3,56.28,8.76
3033,07-04-2025 08:01,07-04-2025 08:16,3,10.08,180,73,3,22.99,7.85
3034,29-04-2025 19:46,29-04-2025 19:51,4,12.19,207,71,3,27.28,5.62
3035,14-04-2025 18:46,14-04-2025 19:16,6,12.5,175,197,3,27.91,7.21
3036,12-04-2025 00:21,12-04-2025 01:19,2,17.04,29,189,3,37.13,0.5
3037,12-04-2025 11:59,12-04-2025 12:31,6,7.24,179,158,3,17.22,2.04
3038,30-04-2025 23:26,01-05-2025 00:14,2,24.76,41,25,3,52.83,6.21
3039,08-04-2025 00:21,08-04-2025 00:55,1,9.22,192,71,3,21.24,4.77
3040,20-04-2025 06:10,20-04-2025 06:50,5,21.31,237,223,3,45.81,6.05
3041,18-04-2025 03:46,18-04-2025 04:36,6,15.64,225,160,3,34.29,0.89
3042,04-04-2025 08:47,04-04-2025 09:45,4,17.78,114,75,3,38.64,6.52
3043,21-04-2025 10:30,21-04-2025 10:51,1,5.8,17,138,3,14.29,8.04
3044,28-04-2025 05:06,28-04-2025 05:47,5,22.18,86,41,3,47.58,5.46
3045,22-04-2025 19:27,22-04-2025 20:04,4,6.06,181,16,3,14.82,3.57
3046,27-04-2025 11:57,27-04-2025 12:21,3,3.85,145,189,3,10.33,1.75
3047,19-04-2025 05:47,19-04-2025 06:37,4,16.63,225,28,3,36.3,2.65
3048,25-04-2025 07:40,25-04-2025 07:59,2,21.42,54,163,3,46.04,5.23
3049,24-04-2025 01:21,24-04-2025 01:53,2,1.98,68,55,3,6.52,2.56
3050,20-04-2025 00:53,20-04-2025 01:08,3,2.55,107,102,3,7.68,7.78
3051,25-04-2025 17:48,25-04-2025 18:10,1,24.18,77,42,3,51.65,1.32
3052,02-04-2025 16:09,02-04-2025 16:19,5,24.37,27,263,3,52.03,5.16
3053,17-04-2025 08:42,17-04-2025 09:20,4,7.74,155,171,3,18.23,4.96
3054,25-04-2025 10:26,25-04-2025 10:55,2,18.65,72,208,3,40.41,1.39
3055,28-04-2025 00:36,28-04-2025 00:49,1,13.57,180,49,3,30.08,9.95
3056,30-04-2025 01:03,30-04-2025 01:55,3,19.16,47,60,3,41.44,8.23
3057,04-04-2025 20:49,04-04-2025 21:07,6,25.95,242,6,3,55.24,3.87
3058,05-04-2025 23:27,05-04-2025 23:57,2,2.86,105,148,3,8.31,6.85
3059,12-04-2025 07:08,12-04-2025 07:52,3,23.45,95,211,3,50.16,7.17
3060,30-04-2025 22:16,30-04-2025 22:24,4,15.04,219,150,3,33.07,6.51
3061,17-04-2025 03:45,17-04-2025 04:04,5,17.14,170,85,3,37.34,4.32
3062,08-04-2025 13:41,08-04-2025 14:11,2,19.79,128,160,3,42.72,8.85
3063,30-04-2025 10:41,30-04-2025 10:57,2,27.72,200,47,3,58.84,7.72
3064,28-04-2025 21:12,28-04-2025 22:09,4,2.17,35,162,3,6.91,5.42
3065,03-04-2025 00:23,03-04-2025 01:15,6,1.37,144,155,3,5.28,0.03
3066,26-04-2025 15:11,26-04-2025 15:51,1,5.76,66,230,3,14.21,2.23
3067,30-04-2025 08:32,30-04-2025 09:15,5,29.6,219,158,3,62.66,5.09
3068,30-04-2025 10:24,30-04-2025 11:22,2,21.59,56,161,3,46.38,8.99
3069,19-04-2025 04:29,19-04-2025 04:38,5,18.63,145,247,3,40.37,6.29
3070,16-04-2025 02:11,16-04-2025 03:08,2,1.89,213,56,3,6.34,4.18
3071,20-04-2025 14:10,20-04-2025 14:59,5,26.43,94,151,3,56.22,0.48
3072,05-04-2025 19:43,05-04-2025 20:17,3,24.48,106,54,3,52.26,5.97
3073,01-04-2025 11:31,01-04-2025 12:06,2,20.11,84,223,3,43.37,3.51
3074,05-04-2025 11:42,05-04-2025 12:07,5,10.5,136,254,3,23.84,5.37
3075,12-04-2025 18:36,12-04-2025 19:22,1,2.58,146,68,3,7.74,7.66
3076,11-04-2025 02:29,11-04-2025 03:15,3,17.61,249,53,3,38.29,8.04
3077,24-04-2025 05:47,24-04-2025 06:17,3,21.73,18,245,3,46.67,8.64
3078,24-04-2025 14:39,24-04-2025 15:36,1,3.28,125,40,3,9.17,6.36
3079,26-04-2025 09:28,26-04-2025 09:57,5,19.2,2,138,3,41.52,9.06
3080,27-04-2025 10:04,27-04-2025 10:19,4,8.95,200,138,3,20.69,6.91
3081,27-04-2025 04:18,27-04-2025 04:26,1,23.05,138,210,3,49.35,7.84
3082,11-04-2025 01:25,11-04-2025 02:21,5,16.42,203,172,3,35.87,6.85
3083,21-04-2025 06:54,21-04-2025 07:22,1,4.31,30,185,3,11.26,8.72
3084,18-04-2025 00:38,18-04-2025 01:24,1,16.03,56,240,3,35.08,2.23
3085,18-04-2025 19:13,18-04-2025 19:45,2,12.17,119,211,3,27.24,7.6
3086,22-04-2025 01:47,22-04-2025 02:04,5,5.82,132,151,3,14.33,1.17
3087,27-04-2025 18:53,27-04-2025 19:15,4,25.32,231,124,3,53.96,0.92
3088,23-04-2025 18:38,23-04-2025 18:49,2,0.83,152,49,3,4.19,4.92
3089,07-04-2025 20:39,07-04-2025 20:50,1,9.71,21,124,3,22.24,3
3090,16-04-2025 16:47,16-04-2025 16:56,6,0.87,68,68,3,4.27,5.63
3091,02-04-2025 02:49,02-04-2025 03:17,1,3.33,126,231,3,9.27,6.78
3092,22-04-2025 23:18,23-04-2025 00:01,1,9.26,43,9,3,21.32,2.27
3093,05-04-2025 18:11,05-04-2025 19:05,5,2.1,182,125,3,6.77,7
3094,14-04-2025 10:41,14-04-2025 11:40,5,18.1,100,112,3,39.29,9.95
3095,19-04-2025 22:21,19-04-2025 22:47,2,3.06,240,54,3,8.72,7.6
3096,04-04-2025 21:46,04-04-2025 21:52,4,21.2,200,89,3,45.59,1.74
3097,06-04-2025 06:46,06-04-2025 07:06,2,2.05,116,95,3,6.67,6.34
3098,07-04-2025 10:44,07-04-2025 11:07,3,2.25,115,250,3,7.07,0.09
3099,16-04-2025 20:28,16-04-2025 20:43,1,9.51,142,166,3,21.83,4.7
3100,15-04-2025 04:40,15-04-2025 05:19,6,26.95,119,227,3,57.28,5.33
3101,16-04-2025 14:43,16-04-2025 14:54,1,19.42,93,136,3,41.97,9.72
3102,21-04-2025 17:20,21-04-2025 17:29,1,23.22,9,65,3,49.7,7.37
3103,10-04-2025 09:57,10-04-2025 10:15,2,4.68,73,5,3,12.01,7.06
3104,24-04-2025 17:11,24-04-2025 17:54,6,25.11,26,120,3,53.54,5.32
3105,22-04-2025 23:29,22-04-2025 23:34,6,0.74,239,219,3,4,5.13
3106,16-04-2025 20:26,16-04-2025 21:19,6,6.79,145,43,3,16.3,9.92
3107,22-04-2025 16:05,22-04-2025 16:29,2,18.67,68,188,3,40.45,0.21
3108,05-04-2025 10:37,05-04-2025 10:54,1,11.57,188,26,3,26.02,3.03
3109,20-04-2025 22:35,20-04-2025 23:15,2,29.53,131,162,3,62.52,1.34
3110,21-04-2025 14:11,21-04-2025 14:28,5,1.4,221,233,3,5.35,3.15
3111,15-04-2025 12:20,15-04-2025 13:05,5,29.96,140,130,3,63.39,4.64
3112,04-04-2025 01:22,04-04-2025 01:29,2,18.9,54,21,3,40.92,3.42
3113,14-04-2025 15:58,14-04-2025 16:18,6,16.98,1,128,3,37.01,9.63
3114,03-04-2025 00:48,03-04-2025 01:10,1,2.26,128,76,3,7.09,6.81
3115,06-04-2025 05:42,06-04-2025 05:52,2,8.56,1,73,3,19.9,7.28
3116,02-04-2025 00:40,02-04-2025 01:21,2,27.78,173,233,3,58.96,7.42
3117,16-04-2025 14:43,16-04-2025 15:24,2,10.95,256,106,3,24.76,8.99
3118,30-04-2025 11:45,30-04-2025 11:52,3,20.02,174,9,3,43.19,7.68
3119,05-04-2025 23:27,06-04-2025 00:08,5,29.99,45,119,3,63.46,0.16
3120,08-04-2025 11:31,08-04-2025 12:26,6,8.26,141,50,3,19.29,2.61
3121,12-04-2025 02:25,12-04-2025 03:00,4,17.49,27,10,3,38.05,9.89
3122,24-04-2025 11:36,24-04-2025 11:43,6,21.04,233,113,3,45.26,6.52
3123,08-04-2025 22:32,08-04-2025 22:40,4,5.36,209,78,3,13.39,0.68
3124,26-04-2025 02:49,26-04-2025 03:14,3,4.89,50,36,3,12.44,4.67
3125,08-04-2025 06:54,08-04-2025 07:04,2,13.96,61,202,3,30.87,9.81
3126,16-04-2025 01:31,16-04-2025 01:55,3,11.88,243,118,3,26.65,9.93
3127,26-04-2025 11:30,26-04-2025 11:35,3,21.57,140,190,3,46.34,4.32
3128,20-04-2025 09:42,20-04-2025 10:09,1,2.55,157,242,3,7.68,8.93
3129,22-04-2025 00:41,22-04-2025 01:34,5,29.18,85,169,3,61.81,5.92
3130,11-04-2025 13:14,11-04-2025 13:37,4,0.92,84,230,3,4.37,5.09
3131,19-04-2025 10:25,19-04-2025 10:55,2,18.24,31,48,3,39.57,4.12
3132,29-04-2025 15:51,29-04-2025 16:28,4,17.1,8,150,3,37.26,8.92
3133,09-04-2025 09:28,09-04-2025 09:45,6,4.47,203,208,3,11.59,6.21
3134,09-04-2025 11:35,09-04-2025 12:00,4,4.95,33,61,3,12.56,3.34
3135,30-04-2025 03:34,30-04-2025 04:27,6,23.88,143,117,3,51.04,4.92
3136,30-04-2025 21:57,30-04-2025 22:27,5,26.68,37,239,3,56.73,4.44
3137,20-04-2025 16:00,20-04-2025 16:51,6,8.85,147,48,3,20.49,4.51
3138,19-04-2025 00:04,19-04-2025 00:31,4,13.42,228,245,3,29.78,3.12
3139,02-04-2025 07:53,02-04-2025 08:06,4,10.97,34,5,3,24.8,6.33
3140,28-04-2025 22:46,28-04-2025 23:35,6,2.64,237,100,3,7.87,0.52
3141,09-04-2025 23:31,10-04-2025 00:19,3,20.36,212,205,3,43.88,8.86
3142,21-04-2025 11:03,21-04-2025 11:14,5,24.84,140,180,3,52.99,4.15
3143,27-04-2025 22:50,27-04-2025 23:16,1,9.49,190,17,3,21.79,8.01
3144,20-04-2025 13:11,20-04-2025 13:42,2,29.71,96,90,3,62.89,7.29
3145,18-04-2025 16:42,18-04-2025 17:34,4,2.74,194,108,3,8.07,4.72
3146,01-04-2025 04:51,01-04-2025 05:28,2,20.02,152,190,3,43.19,1.99
3147,10-04-2025 18:36,10-04-2025 18:47,1,13.72,223,180,3,30.39,5.62
3148,10-04-2025 08:46,10-04-2025 09:23,2,13.67,196,249,3,30.28,9.48
3149,13-04-2025 16:01,13-04-2025 16:57,1,14,88,251,3,30.96,1.86
3150,03-04-2025 20:20,03-04-2025 21:14,6,8.13,17,20,3,19.02,2.56
3151,27-04-2025 06:37,27-04-2025 06:51,3,21.61,211,97,3,46.42,9.93
3152,05-04-2025 15:08,05-04-2025 15:14,4,21.79,232,222,3,46.79,8.93
3153,25-04-2025 10:25,25-04-2025 11:07,1,8.83,183,144,3,20.45,5.5
3154,09-04-2025 12:12,09-04-2025 13:07,2,25.14,162,7,3,53.6,6.95
3155,17-04-2025 15:32,17-04-2025 16:01,4,9.85,70,1,3,22.52,4.43
3156,15-04-2025 20:03,15-04-2025 20:38,3,21.89,60,58,3,46.99,4.04
3157,09-04-2025 23:15,09-04-2025 23:57,6,4.07,179,90,3,10.77,4.43
3158,21-04-2025 19:46,21-04-2025 20:46,4,5.48,77,75,3,13.64,4.14
3159,06-04-2025 04:28,06-04-2025 05:27,1,9.82,35,261,3,22.46,6.76
3160,12-04-2025 22:33,12-04-2025 22:40,3,18.02,16,243,3,39.13,3.3
3161,23-04-2025 06:38,23-04-2025 07:01,2,19.54,171,119,3,42.22,1.71
3162,25-04-2025 00:24,25-04-2025 00:39,3,12.19,32,47,3,27.28,7.07
3163,30-04-2025 02:04,30-04-2025 02:18,3,2.8,263,168,3,8.19,0.31
3164,15-04-2025 06:19,15-04-2025 07:07,5,11.52,215,27,3,25.91,7.19
3165,28-04-2025 04:03,28-04-2025 04:37,3,20.82,46,1,3,44.82,2.63
3166,18-04-2025 16:29,18-04-2025 16:39,3,20.29,189,174,3,43.74,1.9
3167,28-04-2025 19:42,28-04-2025 20:27,4,5.23,71,167,3,13.13,3.79
3168,18-04-2025 20:45,18-04-2025 20:55,2,0.73,88,18,3,3.98,1.17
3169,27-04-2025 17:09,27-04-2025 17:59,4,22.71,261,91,3,48.66,3.84
3170,06-04-2025 04:46,06-04-2025 05:05,4,3.64,182,202,3,9.9,1.02
3171,16-04-2025 20:01,16-04-2025 20:19,1,2.93,22,21,3,8.46,4.83
3172,17-04-2025 00:27,17-04-2025 01:23,4,0.58,74,156,3,3.68,1.76
3173,21-04-2025 20:06,21-04-2025 20:54,5,13.26,90,14,3,29.45,1.3
3174,29-04-2025 02:19,29-04-2025 03:05,5,15.35,166,20,3,33.7,5.79
3175,08-04-2025 20:26,08-04-2025 20:40,1,19.31,234,244,3,41.75,6.25
3176,14-04-2025 12:53,14-04-2025 13:47,6,9.23,129,173,3,21.26,0.06
3177,28-04-2025 23:10,29-04-2025 00:00,2,21.46,95,122,3,46.12,3.88
3178,27-04-2025 20:37,27-04-2025 20:52,2,5.5,28,184,3,13.68,0.78
3179,04-04-2025 20:34,04-04-2025 21:11,4,25.04,35,68,3,53.39,7.39
3180,07-04-2025 02:18,07-04-2025 02:56,4,17.37,231,159,3,37.81,6.82
3181,15-04-2025 06:04,15-04-2025 06:55,6,17.72,125,49,3,38.52,0.5
3182,06-04-2025 08:44,06-04-2025 09:27,4,6.69,79,181,3,16.1,9.41
3183,11-04-2025 20:35,11-04-2025 21:21,2,2.69,61,141,3,7.97,9.6
3184,14-04-2025 21:33,14-04-2025 22:11,3,14.21,217,18,3,31.38,3.35
3185,06-04-2025 07:44,06-04-2025 08:38,5,18.66,163,140,3,40.43,1.31
3186,09-04-2025 07:56,09-04-2025 08:22,3,3.3,57,72,3,9.21,1.14
3187,17-04-2025 23:44,18-04-2025 00:17,3,28.54,191,242,3,60.51,8.41
3188,07-04-2025 10:24,07-04-2025 11:19,2,29.42,132,261,3,62.3,4.59
3189,24-04-2025 05:57,24-04-2025 06:10,3,16.59,42,263,3,36.22,0.1
3190,18-04-2025 16:18,18-04-2025 16:44,6,28.53,173,143,3,60.49,9.25
3191,20-04-2025 00:49,20-04-2025 01:12,1,5.79,167,195,3,14.27,5.93
3192,28-04-2025 03:27,28-04-2025 03:55,4,1.25,250,146,3,5.04,6.9
3193,07-04-2025 06:35,07-04-2025 07:19,1,1.66,193,26,3,5.87,8.24
3194,27-04-2025 03:50,27-04-2025 04:49,5,17.83,238,59,3,38.74,8.19
3195,18-04-2025 11:06,18-04-2025 11:38,4,2.32,230,52,3,7.22,0.76
3196,20-04-2025 06:04,20-04-2025 06:11,3,28.78,165,149,3,61,5.74
3197,09-04-2025 10:53,09-04-2025 11:43,5,4.69,243,107,3,12.03,6.96
3198,23-04-2025 03:34,23-04-2025 04:28,4,9.49,90,59,3,21.79,0.86
3199,29-04-2025 22:08,29-04-2025 22:56,6,24.76,179,258,3,52.83,2.22
3200,25-04-2025 10:57,25-04-2025 11:26,6,6.95,58,19,3,16.63,3.96
3201,30-04-2025 08:47,30-04-2025 09:07,6,7.67,263,166,3,18.09,8.87
3202,08-04-2025 21:13,08-04-2025 21:31,6,19.45,136,25,3,42.03,8.51
3203,26-04-2025 06:06,26-04-2025 06:50,3,8.64,238,4,3,20.06,7.82
3204,08-04-2025 14:15,08-04-2025 14:58,1,6.91,243,3,3,16.54,9.9
3205,23-04-2025 06:49,23-04-2025 06:58,4,8,151,27,3,18.76,2.43
3206,14-04-2025 03:29,14-04-2025 03:43,3,14.97,247,219,3,32.93,4.68
3207,07-04-2025 09:14,07-04-2025 09:55,6,29,219,44,3,61.44,4.47
3208,09-04-2025 12:21,09-04-2025 13:06,1,25.05,9,212,3,53.42,6.79
3209,15-04-2025 07:36,15-04-2025 08:12,5,8.9,13,52,3,20.59,8.5
3210,21-04-2025 12:36,21-04-2025 12:47,5,11.22,263,153,3,25.31,4.92
3211,29-04-2025 04:33,29-04-2025 05:29,5,14.2,225,202,3,31.36,4.92
3212,03-04-2025 10:33,03-04-2025 10:38,6,29.38,231,11,3,62.22,6.08
3213,17-04-2025 08:09,17-04-2025 08:23,5,5.59,178,68,3,13.86,7.42
3214,01-04-2025 10:28,01-04-2025 11:22,2,11.05,247,227,3,24.96,2.01
3215,23-04-2025 01:19,23-04-2025 02:19,4,22.02,67,121,3,47.26,9.62
3216,07-04-2025 05:07,07-04-2025 05:31,4,28.94,157,15,3,61.32,0.92
3217,09-04-2025 21:07,09-04-2025 21:47,6,5.09,165,57,3,12.85,0.23
3218,18-04-2025 11:22,18-04-2025 12:22,2,7.21,184,64,3,17.15,3.59
3219,26-04-2025 13:23,26-04-2025 14:19,3,7.16,208,230,3,17.05,7.01
3220,24-04-2025 00:04,24-04-2025 00:59,3,1.12,16,11,3,4.78,9.78
3221,30-04-2025 17:19,30-04-2025 17:29,5,18.32,241,121,3,39.74,9.33
3222,23-04-2025 12:38,23-04-2025 13:14,1,20.29,230,224,3,43.74,6.88
3223,19-04-2025 14:53,19-04-2025 15:04,3,18.27,18,225,3,39.63,4.37
3224,23-04-2025 09:05,23-04-2025 09:39,1,2.6,147,125,3,7.78,5.96
3225,19-04-2025 21:58,19-04-2025 22:23,4,2.54,244,148,3,7.66,9.69
3226,21-04-2025 04:48,21-04-2025 05:03,1,6.71,51,228,3,16.14,2.66
3227,23-04-2025 05:47,23-04-2025 06:10,4,9.06,259,30,3,20.91,4.78
3228,08-04-2025 14:41,08-04-2025 14:56,2,23.7,238,10,3,50.67,6.93
3229,04-04-2025 18:17,04-04-2025 18:26,2,5.2,246,54,3,13.07,0.1
3230,26-04-2025 17:33,26-04-2025 17:55,6,1.8,49,186,3,6.16,3.81
3231,02-04-2025 09:42,02-04-2025 10:23,6,12.12,38,207,3,27.13,5.68
3232,11-04-2025 00:52,11-04-2025 01:20,5,12.78,32,255,3,28.48,9.01
3233,14-04-2025 07:02,14-04-2025 07:29,3,13.8,243,157,3,30.55,9.92
3234,02-04-2025 11:42,02-04-2025 11:52,5,24.89,41,129,3,53.09,5.56
3235,13-04-2025 12:12,13-04-2025 12:21,4,3.39,103,58,3,9.39,9.45
3236,11-04-2025 05:35,11-04-2025 05:51,5,21.27,107,195,3,45.73,0.99
3237,25-04-2025 11:12,25-04-2025 12:02,1,10.47,246,76,3,23.78,7.01
